"X","avg_stars","median_stars","std_stars","avg_cool","median_cool","std_cool","avg_useful","median_useful","std_useful","avg_funny","median_funny","std_funny","Take.out","Caters","Noise.Level","Delivery","Has.TV","Outdoor.Seating","Alcohol","Waiter.Service","Accepts.Credit.Cards","Good.for.Kids","Good.For.Groups","Price.Range","top10percent"
2991,2.4,3,0.894427190999916,0.2,0,0.447213595499958,0.2,0,0.447213595499958,0,0,0,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"0"
2992,3.6,4,0.547722557505166,2.6,1,3.78153408023781,3.2,1,4.08656334834051,1.4,1,1.67332005306815,"True","True","average","True","True","False","beer_and_wine","False","True","True","True",1,"0"
2993,5,5,0,1.6,2,1.14017542509914,1.6,1,0.894427190999916,0,0,0,"True","True","average","False","True","True","full_bar","True","False","True","True",2,"0"
2994,5,5,0,1.2,1,0.447213595499958,1,1,0,1,1,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
2995,4,4,0.707106781186548,0.6,0,0.894427190999916,1,1,1.22474487139159,0.6,0,0.894427190999916,"False","False","average","False","True","False","full_bar","True","True","False","True",1,"0"
2996,3,4,1.87082869338697,0.2,0,0.447213595499958,4.4,5,2.40831891575846,0.4,0,0.547722557505166,"True","True","loud","False","True","True","full_bar","True","True","True","True",2,"0"
2997,5,5,0,0.8,1,0.836660026534076,2.8,2,2.48997991959775,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"1"
2998,4.6,5,0.547722557505166,0.4,0,0.547722557505166,0.6,0,0.894427190999916,0.2,0,0.447213595499958,"True","True","loud","False","False","False","full_bar","True","True","True","True",2,"0"
2999,4.4,5,0.894427190999916,1.4,2,0.894427190999916,2,3,1.87082869338697,0.6,0,0.894427190999916,"False","False","average","False","False","True","full_bar","True","True","True","True",3,"0"
3000,4.2,4,0.447213595499958,1,0,1.4142135623731,1.6,0,2.30217288664427,1,0,1.73205080756888,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3001,3.6,4,1.51657508881031,0.6,0,0.894427190999916,2.4,2,1.14017542509914,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3002,4.8,5,0.447213595499958,0,0,0,0.6,1,0.547722557505166,0,0,0,"True","True","quiet","False","True","False","none","False","True","True","False",1,"0"
3003,4.4,4,0.547722557505166,2.6,2,2.30217288664427,3.6,3,3.91152144312159,1.6,2,1.14017542509914,"True","True","average","False","False","False","beer_and_wine","False","True","True","True",1,"0"
3004,2.8,3,1.78885438199983,2,0,2.82842712474619,2.2,2,2.28035085019828,2.2,1,3.3466401061363,"False","False","average","False","False","False","full_bar","True","True","True","True",2,"0"
3005,4.4,4,0.547722557505166,1.2,0,2.16794833886788,2.6,1,3.20936130717624,1.2,1,1.30384048104053,"True","True","average","False","True","True","beer_and_wine","True","True","True","True",2,"0"
3006,4.8,5,0.447213595499958,3.2,1,5.54075807087803,4,2,5.70087712549569,3,1,5.09901951359278,"True","True","average","False","True","True","full_bar","True","False","True","True",1,"0"
3007,5,5,0,0.2,0,0.447213595499958,1.4,1,1.51657508881031,0,0,0,"False","True","quiet","True","False","True","none","False","True","True","True",2,"1"
3008,2.6,3,1.51657508881031,0.6,0,0.894427190999916,2.8,0,3.89871773792359,0.8,0,1.30384048104053,"True","True","average","False","True","True","full_bar","True","True","True","True",3,"0"
3009,3.6,4,1.51657508881031,1.4,0,2.19089023002066,3.2,2,3.27108544675922,2.2,1,2.94957624075052,"True","False","average","False","True","False","full_bar","True","True","False","True",2,"0"
3010,4.4,4,0.547722557505166,0.2,0,0.447213595499958,0.4,0,0.547722557505166,0,0,0,"True","False","average","False","True","False","full_bar","True","True","True","True",2,"0"
3011,4,4,1.22474487139159,0,0,0,0,0,0,0,0,0,"True","False","average","False","False","False","beer_and_wine","True","True","True","True",2,"0"
3012,4.4,5,1.34164078649987,2.4,3,1.94935886896179,2.8,2,1.92353840616713,2.4,1,2.88097205817759,"True","False","average","False","False","True","none","False","True","True","False",1,"0"
3013,3.8,4,0.836660026534076,1.2,1,1.30384048104053,2.6,3,1.14017542509914,0.4,0,0.547722557505166,"False","False","average","False","False","True","full_bar","True","True","False","True",2,"0"
3014,1.6,1,1.34164078649987,0.2,0,0.447213595499958,5.4,6,3.36154726279432,1.2,1,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3015,4.6,5,0.547722557505166,1.2,1,1.09544511501033,1.4,1,0.894427190999916,0.4,0,0.894427190999916,"True","False","loud","False","True","True","full_bar","True","True","False","True",1,"0"
3016,4.4,4,0.547722557505166,4.8,7,3.03315017762062,6.8,9,4.43846820423443,2.6,2,1.94935886896179,"True","False","average","False","True","False","full_bar","True","True","False","True",2,"0"
3017,4,4,1.22474487139159,1.8,1,1.78885438199983,4,3,2,1,0,1.73205080756888,"True","False","average","False","True","False","full_bar","True","True","False","True",2,"0"
3018,4,5,1.73205080756888,0.2,0,0.447213595499958,0.4,0,0.547722557505166,0.4,0,0.547722557505166,"True","False","average","False","True","False","full_bar","True","True","True","True",2,"0"
3019,3.8,4,0.836660026534076,2,2,1.22474487139159,2,1,1.4142135623731,0.8,0,1.30384048104053,"False","False","average","False","False","False","full_bar","True","True","False","True",3,"0"
3020,4,5,1.73205080756888,2.8,3,2.77488738510232,4.6,3,3.64691650576209,2.2,1,2.38746727726266,"True","False","loud","False","True","True","beer_and_wine","True","True","False","True",2,"0"
3021,4.4,5,0.894427190999916,0.6,1,0.547722557505166,1.2,1,1.09544511501033,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3022,3.8,4,0.447213595499958,1,0,1.4142135623731,1.8,2,1.30384048104053,0.4,0,0.547722557505166,"True","False","average","False","False","False","beer_and_wine","True","True","True","True",1,"1"
3023,4.6,5,0.547722557505166,1,1,1.22474487139159,0.6,1,0.547722557505166,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3024,3.6,3,1.34164078649987,1.2,0,1.6431676725155,4,3,3.39116499156263,0.2,0,0.447213595499958,"False","False","average","False","False","False","full_bar","True","True","False","True",2,"0"
3025,4.4,5,0.894427190999916,1.2,0,2.16794833886788,1.2,0,1.6431676725155,0.2,0,0.447213595499958,"True","True","average","False","True","False","full_bar","True","True","True","True",1,"0"
3026,4.2,4,0.447213595499958,1.2,1,0.836660026534076,1.6,2,1.14017542509914,0.2,0,0.447213595499958,"True","False","average","False","True","True","beer_and_wine","True","True","True","True",2,"0"
3027,3.8,3,1.09544511501033,0.4,0,0.547722557505166,1,1,0.707106781186548,0.6,0,1.34164078649987,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3028,3.2,3,1.09544511501033,1.6,1,1.94935886896179,2.2,3,1.6431676725155,1,1,1.22474487139159,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3029,4.6,5,0.894427190999916,2.4,2,2.07364413533277,4,2,3.80788655293195,1.2,0,2.16794833886788,"True","False","average","False","False","False","beer_and_wine","True","True","True","True",2,"0"
3030,4.6,5,0.547722557505166,2.4,2,1.51657508881031,3,2,2.82842712474619,1,1,0.707106781186548,"True","False","average","False","False","False","beer_and_wine","True","True","True","True",2,"0"
3031,4.4,4,0.547722557505166,0.6,1,0.547722557505166,2.2,2,1.78885438199983,0.2,0,0.447213595499958,"True","True","average","False","False","False","none","False","True","True","True",1,"1"
3032,3.4,4,1.51657508881031,0.8,0,1.30384048104053,2,2,1.58113883008419,0.4,0,0.894427190999916,"True","True","average","False","True","False","beer_and_wine","True","True","True","False",2,"0"
3033,5,5,0,3,2,3.16227766016838,3,2,2.64575131106459,2.6,1,3.64691650576209,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"0"
3034,4.6,5,0.547722557505166,0.8,0,1.30384048104053,1.6,1,1.51657508881031,0.2,0,0.447213595499958,"True","True","average","False","False","True","none","False","True","True","True",1,"1"
3035,3.4,3,0.894427190999916,1.2,1,1.30384048104053,2,1,2.54950975679639,0.4,0,0.894427190999916,"True","False","average","False","True","True","full_bar","True","True","False","True",2,"0"
3036,5,5,0,1,1,1.22474487139159,2.2,1,2.16794833886788,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3037,4.2,4,0.836660026534076,0.4,0,0.547722557505166,2.4,1,3.20936130717624,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3038,4.6,5,0.547722557505166,3.8,4,1.09544511501033,4,4,2,3,3,2.12132034355964,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3039,2.8,3,0.447213595499958,2.4,0,3.91152144312159,3.4,2,4.56070170039655,1.4,0,3.13049516849971,"True","False","average","False","True","False","none","True","True","True","True",1,"0"
3040,3,3,1.58113883008419,1.4,0,2.19089023002066,5.2,3,5.54075807087803,2.2,0,4.38178046004133,"True","False","average","False","True","False","full_bar","True","True","False","True",3,"0"
3041,4.8,5,0.447213595499958,0.4,0,0.894427190999916,0.6,0,0.894427190999916,0.2,0,0.447213595499958,"True","False","average","False","True","True","none","True","True","True","True",1,"0"
3042,4.4,5,0.894427190999916,0.4,0,0.894427190999916,1.2,0,1.6431676725155,0,0,0,"True","False","average","False","False","True","none","False","True","True","True",2,"1"
3043,5,5,0,0.2,0,0.447213595499958,0.6,0,0.894427190999916,0,0,0,"True","True","average","False","True","False","none","False","True","True","True",1,"1"
3044,4.2,4,0.836660026534076,0.8,0,1.09544511501033,2.6,2,1.81659021245849,0.8,1,0.836660026534076,"True","True","average","False","True","True","none","False","True","True","True",1,"0"
3045,5,5,0,1.4,2,0.894427190999916,2,2,0.707106781186548,1,1,1,"True","True","average","False","False","True","none","False","True","True","True",1,"1"
3046,2.2,2,0.836660026534076,0.2,0,0.447213595499958,0.6,1,0.547722557505166,0.2,0,0.447213595499958,"True","False","average","False","False","False","beer_and_wine","True","True","True","True",1,"0"
3047,3.4,4,0.894427190999916,1.2,1,1.30384048104053,1.8,2,1.30384048104053,0.6,1,0.547722557505166,"True","False","average","False","False","False","none","True","True","True","True",1,"0"
3048,3.4,3,1.14017542509914,2.8,2,1.09544511501033,3.6,4,1.67332005306815,0.8,0,1.30384048104053,"True","True","average","False","True","True","beer_and_wine","False","True","True","True",1,"0"
3049,4.2,4,0.447213595499958,0.6,0,0.894427190999916,1.6,2,1.14017542509914,0.6,1,0.547722557505166,"True","True","average","False","True","False","full_bar","True","True","True","True",2,"0"
3050,2,1,1.73205080756888,0,0,0,4.4,3,4.33589667773576,0.8,0,1.30384048104053,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3051,4.2,4,0.836660026534076,0.6,0,0.894427190999916,1,1,0.707106781186548,0.6,0,0.894427190999916,"True","True","average","False","True","False","full_bar","True","True","True","True",2,"0"
3052,4.8,5,0.447213595499958,0.4,0,0.547722557505166,1,0,1.4142135623731,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"1"
3053,3.4,3,0.547722557505166,1.4,1,2.07364413533277,1.4,1,2.07364413533277,1.6,0,2.30217288664427,"True","False","loud","False","False","False","full_bar","True","True","True","True",2,"0"
3054,3.4,4,0.894427190999916,0.2,0,0.447213595499958,0.2,0,0.447213595499958,0.2,0,0.447213595499958,"True","False","average","False","False","True","none","True","True","True","True",1,"0"
3055,4.8,5,0.447213595499958,0.8,1,0.836660026534076,1.2,1,0.836660026534076,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3056,4,4,0.707106781186548,1.6,1,2.50998007960223,2.4,2,3.286335345031,1,1,1.22474487139159,"True","True","average","False","True","True","full_bar","False","True","False","True",2,"1"
3057,4.4,4,0.547722557505166,0.2,0,0.447213595499958,0.2,0,0.447213595499958,0,0,0,"True","False","average","False","True","False","full_bar","True","True","False","True",3,"0"
3058,4.2,4,0.836660026534076,1,0,1.4142135623731,4.2,3,2.77488738510232,0,0,0,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"0"
3059,2.8,3,1.48323969741913,1.2,1,0.836660026534076,3,3,2.12132034355964,1,1,1,"True","True","average","False","True","True","beer_and_wine","True","True","True","True",3,"0"
3060,4.6,5,0.894427190999916,0.6,0,0.894427190999916,0.8,0,1.30384048104053,0.4,0,0.547722557505166,"True","True","quiet","False","True","False","none","False","True","True","True",1,"0"
3061,5,5,0,4.2,4,3.11448230047949,6.4,4,5.68330889535313,2.6,2,3.286335345031,"True","False","average","False","False","False","full_bar","True","True","True","True",2,"0"
3062,3.2,4,1.09544511501033,1.6,1,2.50998007960223,3,2,3.53553390593274,1,0,1.73205080756888,"True","True","loud","False","True","True","full_bar","True","True","False","True",2,"0"
3063,1.6,1,0.894427190999916,0.6,0,0.894427190999916,2.8,2,2.16794833886788,2.2,1,2.68328157299975,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3064,5,5,0,4.6,4,3.78153408023781,4.6,4,3.36154726279432,3.6,4,1.81659021245849,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3065,4.4,4,0.547722557505166,0.8,1,0.836660026534076,0.6,0,0.894427190999916,0.2,0,0.447213595499958,"False","False","average","False","True","True","beer_and_wine","True","True","True","True",2,"0"
3066,2,2,1.22474487139159,2.4,1,4.27784992724149,5,5,3.74165738677394,3.2,0,6.61059755241536,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3067,4.4,5,0.894427190999916,2.2,2,1.30384048104053,2.2,2,1.30384048104053,0.4,0,0.894427190999916,"True","True","average","True","True","True","full_bar","True","True","True","True",2,"0"
3068,3.6,4,0.547722557505166,0.2,0,0.447213595499958,0.8,0,1.09544511501033,0,0,0,"True","False","average","False","False","True","none","True","False","True","True",1,"0"
3069,4.2,5,1.78885438199983,1.6,1,1.51657508881031,2.6,3,1.14017542509914,0.8,1,0.836660026534076,"True","False","average","False","True","True","none","True","True","True","True",1,"0"
3070,4,5,1.73205080756888,0.6,0,1.34164078649987,1.8,1,2.16794833886788,0.6,0,0.894427190999916,"True","True","average","True","True","True","none","False","True","True","True",2,"0"
3071,5,5,0,1.2,1,0.836660026534076,1.8,1,1.30384048104053,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"1"
3072,3,3,1.22474487139159,0.2,0,0.447213595499958,3.2,3,1.78885438199983,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3073,2.4,2,1.14017542509914,0.6,0,0.894427190999916,2,1,2,0.4,0,0.547722557505166,"True","True","quiet","False","False","True","none","False","True","True","True",1,"0"
3074,4.2,4,0.447213595499958,2.8,1,4.20713679359253,3,2,4.12310562561766,1.8,1,2.94957624075052,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3075,4.8,5,0.447213595499958,1.2,0,2.16794833886788,2,2,0.707106781186548,0.4,0,0.547722557505166,"True","False","quiet","False","True","False","none","True","True","True","True",1,"0"
3076,5,5,0,1.4,1,0.547722557505166,1.8,1,1.6431676725155,0.8,0,1.09544511501033,"True","True","average","False","True","True","full_bar","True","True","True","True",1,"0"
3077,4.4,5,0.894427190999916,4,0,8.94427190999916,3.8,0,7.94984276574072,4.8,0,9.65401470891774,"True","True","average","False","True","True","full_bar","True","True","True","True",1,"0"
3078,4.2,5,1.09544511501033,1.4,1,1.14017542509914,2.8,3,1.30384048104053,0.6,1,0.547722557505166,"True","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
3079,4.4,4,0.547722557505166,3,3,1.22474487139159,4.2,5,1.92353840616713,1,1,1.22474487139159,"True","True","average","False","True","False","beer_and_wine","True","True","True","True",2,"0"
3080,3.6,3,0.894427190999916,0.8,1,0.836660026534076,1,1,1.22474487139159,0.6,0,0.894427190999916,"True","False","average","False","True","True","full_bar","True","True","False","True",2,"0"
3081,4.8,5,0.447213595499958,2.2,2,1.78885438199983,3,3,2.23606797749979,1.6,0,2.19089023002066,"True","True","average","False","False","True","full_bar","True","True","True","True",2,"1"
3082,4.8,5,0.447213595499958,1.6,2,0.894427190999916,1.4,1,0.547722557505166,0.2,0,0.447213595499958,"True","False","average","False","True","True","beer_and_wine","True","True","True","True",2,"0"
3083,3.6,4,1.67332005306815,0.4,0,0.547722557505166,1,1,1,0.4,0,0.547722557505166,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3084,4.2,4,0.447213595499958,4,1,5.33853912601566,5.8,1,7.15541752799933,3.4,1,3.78153408023781,"True","False","loud","False","False","True","none","False","True","True","True",1,"0"
3085,3.2,4,1.6431676725155,0.2,0,0.447213595499958,1.8,2,1.78885438199983,1.4,1,2.07364413533277,"True","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
3086,3.6,4,1.51657508881031,0.6,1,0.547722557505166,2,1,2,0.6,0,0.894427190999916,"True","False","quiet","False","True","False","none","True","True","True","True",1,"0"
3087,4,5,1.4142135623731,1.8,2,1.30384048104053,4,2,4.06201920231798,1.6,2,1.14017542509914,"False","True","quiet","False","True","True","full_bar","True","True","False","True",3,"0"
3088,4.6,5,0.547722557505166,5.4,2,6.14817045957576,8.4,3,9.81325634027768,4.2,2,4.65832587954085,"True","False","average","False","True","False","beer_and_wine","True","True","True","True",2,"0"
3089,4.4,5,0.894427190999916,0.4,0,0.547722557505166,0.8,1,0.447213595499958,0,0,0,"True","True","average","False","True","True","none","True","True","True","True",2,"0"
3090,4,4,0.707106781186548,1.4,0,2.60768096208106,1.2,0,2.16794833886788,1.4,0,3.13049516849971,"True","True","average","False","False","True","beer_and_wine","False","True","True","True",1,"0"
3091,4.2,5,1.09544511501033,1,0,2.23606797749979,1.2,1,1.6431676725155,0,0,0,"True","True","average","False","True","False","full_bar","True","True","True","True",3,"0"
3092,3,3,1.58113883008419,0.4,0,0.547722557505166,1.2,0,1.78885438199983,0,0,0,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"0"
3093,4.2,4,0.447213595499958,1.8,1,2.04939015319192,4,5,3.39116499156263,1.8,0,3.03315017762062,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"1"
3094,4.8,5,0.447213595499958,0.4,0,0.547722557505166,1.2,1,1.30384048104053,0,0,0,"True","False","average","False","False","False","none","True","True","True","True",1,"0"
3095,3.6,4,1.51657508881031,0.2,0,0.447213595499958,1.6,0,2.30217288664427,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3096,4,4,0.707106781186548,0.2,0,0.447213595499958,0.4,0,0.547722557505166,0,0,0,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"0"
3097,3.6,4,1.67332005306815,0.6,0,0.894427190999916,0.8,0,1.30384048104053,0.2,0,0.447213595499958,"True","True","average","False","False","True","full_bar","True","True","False","True",2,"0"
3098,3.6,4,0.547722557505166,0,0,0,0.2,0,0.447213595499958,0,0,0,"True","False","average","False","False","False","full_bar","True","True","True","True",2,"0"
3099,3.8,5,1.78885438199983,0,0,0,1.4,0,1.94935886896179,0.2,0,0.447213595499958,"True","False","average","False","True","False","full_bar","True","True","True","True",2,"0"
3100,4.6,5,0.547722557505166,0.2,0,0.447213595499958,1.4,1,1.14017542509914,0,0,0,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"0"
3101,3.6,4,1.14017542509914,1.2,1,1.30384048104053,2.8,2,2.58843582110896,0.6,0,0.894427190999916,"True","True","loud","False","True","True","full_bar","True","True","True","True",2,"0"
3102,3.8,4,1.09544511501033,0.4,0,0.547722557505166,0.6,0,0.894427190999916,0,0,0,"False","True","quiet","False","True","True","full_bar","True","True","False","True",3,"0"
3103,2,2,1,0.8,0,1.30384048104053,2.4,2,2.07364413533277,1.2,0,2.68328157299975,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"0"
3104,5,5,0,0.8,1,0.447213595499958,1,1,0.707106781186548,0.4,0,0.547722557505166,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3105,3.4,3,1.14017542509914,0.4,0,0.547722557505166,2.4,3,0.894427190999916,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3106,4.8,5,0.447213595499958,0.6,0,0.894427190999916,1.6,2,1.67332005306815,0.4,0,0.547722557505166,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"1"
3107,4.4,5,0.894427190999916,1.6,1,0.894427190999916,3.2,3,2.28035085019828,0.6,0,0.894427190999916,"True","True","average","False","True","True","full_bar","True","True","True","True",1,"0"
3108,3.4,4,1.34164078649987,1.8,1,1.92353840616713,1,0,1.73205080756888,0.8,0,1.30384048104053,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3109,4.8,5,0.447213595499958,1,1,0.707106781186548,1.8,2,0.836660026534076,0.2,0,0.447213595499958,"True","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
3110,3,3,1,0,0,0,0.2,0,0.447213595499958,0,0,0,"True","False","average","False","False","False","full_bar","True","True","True","True",2,"0"
3111,4,4,0.707106781186548,2.6,1,3.64691650576209,4.2,3,3.89871773792359,0.8,0,1.30384048104053,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3112,4.2,4,0.447213595499958,3.4,2,3.64691650576209,3.4,2,3.64691650576209,3.4,3,2.96647939483827,"True","True","loud","False","True","True","full_bar","True","True","True","True",2,"0"
3113,4,4,0.707106781186548,0.2,0,0.447213595499958,0.4,0,0.894427190999916,0,0,0,"True","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
3114,3.8,4,1.09544511501033,0.2,0,0.447213595499958,0.4,0,0.894427190999916,0.4,0,0.894427190999916,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3115,3.6,4,0.547722557505166,1.6,1,0.894427190999916,3,3,1.58113883008419,1.2,0,2.16794833886788,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3116,4.8,5,0.447213595499958,4.6,0,6.76756972627545,6.4,4,6.8044103344816,2.6,0,4.33589667773576,"True","True","average","False","False","True","full_bar","True","True","True","True",2,"0"
3117,4.4,4,0.547722557505166,3,2,4.58257569495584,3.8,2,5.26307894677631,2.2,1,2.77488738510232,"True","False","average","False","False","False","beer_and_wine","False","True","True","True",2,"0"
3118,4.2,4,0.836660026534076,2.6,1,2.60768096208106,1.8,1,2.94957624075052,1.8,0,3.4928498393146,"False","False","quiet","False","False","False","full_bar","True","True","False","True",4,"0"
3119,4,4,1,1.6,0,3.04959013639538,4.2,3,3.96232255123179,1,0,2.23606797749979,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3120,3.8,4,0.836660026534076,0.4,0,0.894427190999916,1.2,1,0.447213595499958,0,0,0,"False","True","average","False","True","True","full_bar","True","True","True","True",1,"0"
3121,2.8,2,1.30384048104053,0.4,0,0.547722557505166,1.8,1,1.30384048104053,0.6,1,0.547722557505166,"True","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
3122,4.8,5,0.447213595499958,1.4,0,3.13049516849971,5.2,3,6.64830805543787,1.4,0,3.13049516849971,"True","True","average","True","True","True","full_bar","True","True","True","True",2,"0"
3123,4.4,5,1.34164078649987,0.2,0,0.447213595499958,0.6,0,0.894427190999916,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"1"
3124,5,5,0,0,0,0,0,0,0,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"1"
3125,2.4,2,1.14017542509914,1,1,1,1.6,2,1.51657508881031,0.6,0,0.894427190999916,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3126,3.8,4,0.836660026534076,0.2,0,0.447213595499958,0,0,0,0,0,0,"True","False","average","False","True","False","beer_and_wine","True","True","True","True",2,"0"
3127,3.6,3,1.34164078649987,1.2,1,1.6431676725155,1.8,2,1.48323969741913,0.6,0,1.34164078649987,"True","False","average","False","True","True","none","False","True","True","True",1,"0"
3128,4,4,0,2,1,2.34520787991171,3.6,3,1.34164078649987,0.4,0,0.547722557505166,"True","False","average","False","True","False","beer_and_wine","True","True","True","True",1,"0"
3129,5,5,0,0.2,0,0.447213595499958,0,0,0,0.2,0,0.447213595499958,"True","True","loud","False","True","True","full_bar","True","True","False","True",2,"0"
3130,5,5,0,3,1,4.52769256906871,3.8,2,5.76194411635517,1.4,0,3.13049516849971,"True","False","average","False","True","True","beer_and_wine","True","True","True","True",1,"0"
3131,4.6,5,0.547722557505166,1.2,1,1.09544511501033,1.8,2,1.30384048104053,0.6,0,0.894427190999916,"True","False","average","False","True","True","beer_and_wine","False","True","True","True",1,"0"
3132,3.8,4,0.836660026534076,2,2,1,3.2,3,1.92353840616713,2,3,1.87082869338697,"False","False","loud","False","True","True","full_bar","True","True","False","True",2,"0"
3133,4.2,5,1.78885438199983,1,1,1.22474487139159,3.6,3,3.13049516849971,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3134,4,4,1,2.6,3,1.81659021245849,2.2,2,1.30384048104053,0.2,0,0.447213595499958,"True","False","average","False","True","True","none","True","True","True","True",2,"0"
3135,1.8,2,0.836660026534076,0.6,0,0.894427190999916,1.8,1,1.6431676725155,0.8,0,1.30384048104053,"True","True","average","False","False","False","full_bar","True","True","True","True",3,"0"
3136,4.4,4,0.547722557505166,1.2,1,1.30384048104053,2.2,3,2.16794833886788,0.6,0,0.894427190999916,"True","True","quiet","True","True","False","none","True","True","True","True",2,"0"
3137,2.6,1,2.19089023002066,0.4,0,0.547722557505166,0.4,0,0.547722557505166,0.2,0,0.447213595499958,"True","True","average","False","True","False","full_bar","True","True","True","True",3,"0"
3138,3.2,4,1.6431676725155,0.4,0,0.894427190999916,1.4,0,1.94935886896179,1,0,2.23606797749979,"True","True","average","False","False","False","full_bar","True","True","True","True",2,"1"
3139,1.4,1,0.894427190999916,0.2,0,0.447213595499958,4.6,3,4.82700735445887,0.4,0,0.894427190999916,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3140,4.8,5,0.447213595499958,1,0,1.4142135623731,1.8,1,2.16794833886788,1.2,0,2.16794833886788,"True","True","average","False","True","True","full_bar","True","True","True","True",1,"0"
3141,3.8,4,1.6431676725155,1.8,1,1.30384048104053,3.6,3,2.07364413533277,1,1,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3142,4.2,4,0.836660026534076,0,0,0,1,0,1.73205080756888,0,0,0,"True","True","average","False","False","True","none","True","True","True","True",1,"0"
3143,4.2,5,1.30384048104053,0,0,0,0,0,0,0.2,0,0.447213595499958,"True","True","average","True","True","False","none","True","True","True","True",1,"0"
3144,4.4,4,0.547722557505166,0.2,0,0.447213595499958,0.6,0,0.894427190999916,0,0,0,"True","True","average","False","False","False","none","False","True","True","True",1,"0"
3145,4,4,0.707106781186548,1.6,1,1.81659021245849,2.4,2,2.60768096208106,1.2,1,1.09544511501033,"True","False","average","False","False","False","none","False","True","True","False",1,"0"
3146,2.8,3,1.30384048104053,0.4,0,0.547722557505166,1,1,1,0.2,0,0.447213595499958,"True","False","average","False","True","False","full_bar","True","True","False","True",4,"0"
3147,3.8,4,1.6431676725155,0.6,0,0.894427190999916,3.2,3,1.48323969741913,0.6,1,0.547722557505166,"True","False","average","False","True","True","full_bar","True","True","False","True",2,"0"
3148,4.4,4,0.547722557505166,1.8,1,1.6431676725155,2.8,3,1.78885438199983,1.2,1,1.30384048104053,"True","False","quiet","False","False","False","beer_and_wine","True","True","True","True",2,"0"
3149,4.4,4,0.547722557505166,0.8,0,1.78885438199983,1.4,0,2.60768096208106,0.8,0,1.30384048104053,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
3150,3.6,4,1.14017542509914,2.8,2,3.3466401061363,2.8,2,3.03315017762062,0.6,0,1.34164078649987,"True","True","average","False","False","False","full_bar","True","True","False","True",2,"0"
